Local time,Open,High,Low,Close,Volume
20.04.2020 02:56:00.000 GMT+0100,0.96816,0.96819,0.96815,0.96815,38.77
20.04.2020 02:57:00.000 GMT+0100,0.96815,0.96815,0.96801,0.96803,75.37
20.04.2020 02:58:00.000 GMT+0100,0.96801,0.96805,0.96797,0.96800,50.04
20.04.2020 02:59:00.000 GMT+0100,0.96801,0.96801,0.96797,0.96797,15.66
20.04.2020 03:00:00.000 GMT+0100,0.96794,0.96794,0.96789,0.96789,48.03
20.04.2020 03:01:00.000 GMT+0100,0.96789,0.96789,0.96786,0.96786,23.7
20.04.2020 03:02:00.000 GMT+0100,0.96786,0.96790,0.96785,0.96790,33.06
20.04.2020 03:03:00.000 GMT+0100,0.96789,0.96791,0.96787,0.96787,26.38
20.04.2020 03:04:00.000 GMT+0100,0.96789,0.96789,0.96787,0.96788,25.15
20.04.2020 03:05:00.000 GMT+0100,0.96788,0.96791,0.96788,0.96791,25.68
20.04.2020 03:06:00.000 GMT+0100,0.96792,0.96800,0.96790,0.96790,65.7
20.04.2020 03:07:00.000 GMT+0100,0.96790,0.96791,0.96789,0.96791,36.18
20.04.2020 03:08:00.000 GMT+0100,0.96791,0.96792,0.96789,0.96791,30.99
20.04.2020 03:09:00.000 GMT+0100,0.96789,0.96796,0.96789,0.96794,27.89
20.04.2020 03:10:00.000 GMT+0100,0.96795,0.96795,0.96791,0.96791,31.82
20.04.2020 03:11:00.000 GMT+0100,0.96791,0.96801,0.96791,0.96797,44.83
20.04.2020 03:12:00.000 GMT+0100,0.96798,0.96798,0.96793,0.96793,45.39
20.04.2020 03:13:00.000 GMT+0100,0.96793,0.96796,0.96788,0.96796,33.92
20.04.2020 03:14:00.000 GMT+0100,0.96796,0.96798,0.96796,0.96798,30.04
20.04.2020 03:15:00.000 GMT+0100,0.96798,0.96811,0.96789,0.96793,66.18
20.04.2020 03:16:00.000 GMT+0100,0.96794,0.96794,0.96787,0.96788,54.81
20.04.2020 03:17:00.000 GMT+0100,0.96788,0.96788,0.96767,0.96768,55.08
20.04.2020 03:18:00.000 GMT+0100,0.96768,0.96770,0.96767,0.96768,38.16
20.04.2020 03:19:00.000 GMT+0100,0.96769,0.96770,0.96749,0.96750,45.11
20.04.2020 03:20:00.000 GMT+0100,0.96751,0.96753,0.96748,0.96752,55.74
20.04.2020 03:21:00.000 GMT+0100,0.96753,0.96761,0.96752,0.96759,41.79
20.04.2020 03:22:00.000 GMT+0100,0.96757,0.96757,0.96751,0.96753,65.14
20.04.2020 03:23:00.000 GMT+0100,0.96753,0.96762,0.96753,0.96756,51.5
20.04.2020 03:24:00.000 GMT+0100,0.96756,0.96756,0.96748,0.96752,33.81
20.04.2020 03:25:00.000 GMT+0100,0.96753,0.96756,0.96751,0.96756,81.6
20.04.2020 03:26:00.000 GMT+0100,0.96756,0.96762,0.96752,0.96758,55.12
20.04.2020 03:27:00.000 GMT+0100,0.96758,0.96758,0.96741,0.96753,74.42
20.04.2020 03:28:00.000 GMT+0100,0.96752,0.96764,0.96750,0.96761,67.43
20.04.2020 03:29:00.000 GMT+0100,0.96760,0.96766,0.96759,0.96762,52.59
20.04.2020 03:30:00.000 GMT+0100,0.96762,0.96769,0.96753,0.96768,108.36
20.04.2020 03:31:00.000 GMT+0100,0.96769,0.96776,0.96769,0.96769,121.58
20.04.2020 03:32:00.000 GMT+0100,0.96770,0.96775,0.96769,0.96770,50.2
20.04.2020 03:33:00.000 GMT+0100,0.96770,0.96770,0.96760,0.96760,35.58
20.04.2020 03:34:00.000 GMT+0100,0.96760,0.96770,0.96756,0.96770,51.68
20.04.2020 03:35:00.000 GMT+0100,0.96770,0.96771,0.96760,0.96766,48.87
20.04.2020 03:36:00.000 GMT+0100,0.96763,0.96773,0.96761,0.96773,24.47
20.04.2020 03:37:00.000 GMT+0100,0.96771,0.96777,0.96771,0.96777,30.61
20.04.2020 03:38:00.000 GMT+0100,0.96773,0.96784,0.96770,0.96782,49.08
20.04.2020 03:39:00.000 GMT+0100,0.96781,0.96807,0.96781,0.96806,87.92
20.04.2020 03:40:00.000 GMT+0100,0.96806,0.96814,0.96805,0.96805,77.82
20.04.2020 03:41:00.000 GMT+0100,0.96805,0.96811,0.96800,0.96808,114.37
20.04.2020 03:42:00.000 GMT+0100,0.96808,0.96808,0.96797,0.96800,95.99
20.04.2020 03:43:00.000 GMT+0100,0.96798,0.96806,0.96797,0.96803,56.45
20.04.2020 03:44:00.000 GMT+0100,0.96803,0.96803,0.96797,0.96797,54.15
20.04.2020 03:45:00.000 GMT+0100,0.96798,0.96808,0.96795,0.96802,67.81
20.04.2020 03:46:00.000 GMT+0100,0.96805,0.96806,0.96798,0.96802,78.02
20.04.2020 03:47:00.000 GMT+0100,0.96804,0.96812,0.96801,0.96811,55.04
20.04.2020 03:48:00.000 GMT+0100,0.96811,0.96818,0.96810,0.96814,28.55
20.04.2020 03:49:00.000 GMT+0100,0.96813,0.96813,0.96808,0.96811,34.96
20.04.2020 03:50:00.000 GMT+0100,0.96811,0.96811,0.96803,0.96806,59.09
20.04.2020 03:51:00.000 GMT+0100,0.96808,0.96816,0.96808,0.96813,41.14
20.04.2020 03:52:00.000 GMT+0100,0.96817,0.96818,0.96814,0.96814,25.95
20.04.2020 03:53:00.000 GMT+0100,0.96814,0.96816,0.96809,0.96816,53.38
20.04.2020 03:54:00.000 GMT+0100,0.96818,0.96818,0.96807,0.96810,66.59
20.04.2020 03:55:00.000 GMT+0100,0.96813,0.96821,0.96812,0.96813,63.01
20.04.2020 03:56:00.000 GMT+0100,0.96812,0.96816,0.96809,0.96815,50.63
20.04.2020 03:57:00.000 GMT+0100,0.96816,0.96824,0.96815,0.96823,60.01
20.04.2020 03:58:00.000 GMT+0100,0.96822,0.96825,0.96817,0.96822,63.94
20.04.2020 03:59:00.000 GMT+0100,0.96823,0.96836,0.96822,0.96831,48.06
20.04.2020 04:00:00.000 GMT+0100,0.96831,0.96838,0.96831,0.96837,54.89
20.04.2020 04:01:00.000 GMT+0100,0.96838,0.96838,0.96831,0.96832,48.09
20.04.2020 04:02:00.000 GMT+0100,0.96833,0.96833,0.96816,0.96826,54.16
20.04.2020 04:03:00.000 GMT+0100,0.96826,0.96828,0.96826,0.96827,13.37
20.04.2020 04:04:00.000 GMT+0100,0.96827,0.96834,0.96826,0.96833,45.01
20.04.2020 04:05:00.000 GMT+0100,0.96834,0.96842,0.96833,0.96841,43.01
20.04.2020 04:06:00.000 GMT+0100,0.96840,0.96840,0.96832,0.96836,52.77
20.04.2020 04:07:00.000 GMT+0100,0.96836,0.96836,0.96835,0.96835,7.26
