Local time,Open,High,Low,Close,Volume
20.04.2020 04:01:00.000 GMT+0100,1.08613,1.08624,1.08613,1.08621,113.75
20.04.2020 04:02:00.000 GMT+0100,1.08623,1.08634,1.08622,1.08625,103.77
20.04.2020 04:03:00.000 GMT+0100,1.08625,1.08630,1.08624,1.08628,49.25
20.04.2020 04:04:00.000 GMT+0100,1.08627,1.08628,1.08616,1.08616,113.04
20.04.2020 04:05:00.000 GMT+0100,1.08615,1.08616,1.08607,1.08613,101.33
20.04.2020 04:06:00.000 GMT+0100,1.08612,1.08612,1.08609,1.08611,55.81
20.04.2020 04:07:00.000 GMT+0100,1.08610,1.08611,1.08610,1.08611,4.01
20.04.2020 04:08:00.000 GMT+0100,1.08612,1.08616,1.08611,1.08611,61.91
20.04.2020 04:09:00.000 GMT+0100,1.08611,1.08616,1.08611,1.08613,66.6
20.04.2020 04:10:00.000 GMT+0100,1.08614,1.08619,1.08613,1.08618,50.04
20.04.2020 04:11:00.000 GMT+0100,1.08619,1.08619,1.08612,1.08614,42.35
20.04.2020 04:12:00.000 GMT+0100,1.08614,1.08614,1.08608,1.08608,30.78
20.04.2020 04:13:00.000 GMT+0100,1.08609,1.08612,1.08605,1.08612,59.27
20.04.2020 04:14:00.000 GMT+0100,1.08610,1.08617,1.08610,1.08617,56.37
20.04.2020 04:15:00.000 GMT+0100,1.08618,1.08619,1.08611,1.08613,86.38
20.04.2020 04:16:00.000 GMT+0100,1.08615,1.08620,1.08615,1.08618,77.82
20.04.2020 04:17:00.000 GMT+0100,1.08618,1.08619,1.08617,1.08617,43.56
20.04.2020 04:18:00.000 GMT+0100,1.08618,1.08645,1.08618,1.08637,129.46
20.04.2020 04:19:00.000 GMT+0100,1.08637,1.08642,1.08635,1.08641,36.55
20.04.2020 04:20:00.000 GMT+0100,1.08640,1.08646,1.08640,1.08642,88.61
20.04.2020 04:21:00.000 GMT+0100,1.08643,1.08647,1.08641,1.08641,118.03
20.04.2020 04:22:00.000 GMT+0100,1.08642,1.08645,1.08641,1.08645,76.63
20.04.2020 04:23:00.000 GMT+0100,1.08645,1.08650,1.08642,1.08642,64.66
20.04.2020 04:24:00.000 GMT+0100,1.08642,1.08650,1.08642,1.08649,68.49
20.04.2020 04:25:00.000 GMT+0100,1.08648,1.08648,1.08645,1.08645,34.5
20.04.2020 04:26:00.000 GMT+0100,1.08644,1.08644,1.08640,1.08640,34.36
20.04.2020 04:27:00.000 GMT+0100,1.08641,1.08651,1.08641,1.08650,52.34
20.04.2020 04:28:00.000 GMT+0100,1.08648,1.08648,1.08641,1.08641,49.16
20.04.2020 04:29:00.000 GMT+0100,1.08641,1.08641,1.08636,1.08636,99.71
20.04.2020 04:30:00.000 GMT+0100,1.08636,1.08636,1.08626,1.08629,77.94
20.04.2020 04:31:00.000 GMT+0100,1.08629,1.08630,1.08626,1.08626,101.98
20.04.2020 04:32:00.000 GMT+0100,1.08627,1.08628,1.08626,1.08626,55.56
20.04.2020 04:33:00.000 GMT+0100,1.08627,1.08627,1.08621,1.08621,66.45
20.04.2020 04:34:00.000 GMT+0100,1.08621,1.08621,1.08618,1.08620,33.83
20.04.2020 04:35:00.000 GMT+0100,1.08620,1.08620,1.08617,1.08619,25.95
20.04.2020 04:36:00.000 GMT+0100,1.08617,1.08628,1.08615,1.08620,95.51
20.04.2020 04:37:00.000 GMT+0100,1.08619,1.08631,1.08619,1.08631,40.28
20.04.2020 04:38:00.000 GMT+0100,1.08630,1.08630,1.08618,1.08618,70.88
20.04.2020 04:39:00.000 GMT+0100,1.08619,1.08625,1.08617,1.08620,66.06
20.04.2020 04:40:00.000 GMT+0100,1.08620,1.08626,1.08619,1.08624,32.3
20.04.2020 04:41:00.000 GMT+0100,1.08625,1.08628,1.08624,1.08628,37.61
20.04.2020 04:42:00.000 GMT+0100,1.08627,1.08639,1.08626,1.08632,62.15
20.04.2020 04:43:00.000 GMT+0100,1.08632,1.08633,1.08628,1.08629,30.34
20.04.2020 04:44:00.000 GMT+0100,1.08628,1.08637,1.08628,1.08628,78.77
20.04.2020 04:45:00.000 GMT+0100,1.08628,1.08629,1.08617,1.08618,91.45
20.04.2020 04:46:00.000 GMT+0100,1.08617,1.08618,1.08617,1.08617,24.42
20.04.2020 04:47:00.000 GMT+0100,1.08617,1.08617,1.08611,1.08611,44.88
20.04.2020 04:48:00.000 GMT+0100,1.08611,1.08612,1.08600,1.08601,68.46
20.04.2020 04:49:00.000 GMT+0100,1.08602,1.08603,1.08593,1.08598,95.31
20.04.2020 04:50:00.000 GMT+0100,1.08599,1.08601,1.08596,1.08598,73.03
20.04.2020 04:51:00.000 GMT+0100,1.08598,1.08598,1.08595,1.08595,14.75
20.04.2020 04:52:00.000 GMT+0100,1.08594,1.08595,1.08590,1.08593,77.49
20.04.2020 04:53:00.000 GMT+0100,1.08592,1.08600,1.08592,1.08600,47.13
20.04.2020 04:54:00.000 GMT+0100,1.08600,1.08600,1.08596,1.08597,16.47
20.04.2020 04:55:00.000 GMT+0100,1.08597,1.08606,1.08597,1.08606,43.34
20.04.2020 04:56:00.000 GMT+0100,1.08605,1.08605,1.08603,1.08603,2.71
20.04.2020 04:57:00.000 GMT+0100,1.08605,1.08610,1.08604,1.08606,52.11
20.04.2020 04:58:00.000 GMT+0100,1.08608,1.08611,1.08604,1.08609,73.31
20.04.2020 04:59:00.000 GMT+0100,1.08610,1.08614,1.08608,1.08609,91
20.04.2020 05:00:00.000 GMT+0100,1.08610,1.08625,1.08609,1.08621,48.55
